origin,destination,passengers
38,160,4
77,194,4
52,478,44
478,52,76
47,335,53
281,324,20
4,478,28
13,350,1225
60,310,5
68,429,12
161,92,182
1,182,50547
182,1,48714
366,11,11
11,401,448
86,11,37393
413,13,7859
13,413,7674
113,115,5
26,19,154263
216,427,5
131,347,1232
427,194,2086
400,427,14
194,460,5
460,194,5
427,467,25
118,115,5
17,90,45673
23,90,39840
118,194,5
13,265,5
265,13,5
65,24,170583
194,23,4822
467,194,12
102,202,13
202,102,13
238,152,5
152,238,5
427,457,5
216,401,13
170,359,5
67,34,124156
118,33,52818
457,65,5
215,335,18
102,211,5
211,102,5
92,29,117165
333,114,5
22,69,23268
382,80,5
80,176,5
145,46,5
194,7,700
73,350,5
182,478,38
102,135,12
17,27,358505
27,102,624
102,27,593
36,37,7717
360,8,5
232,360,5
118,168,5
168,118,5
145,3,17195
59,168,5
168,59,5
56,182,5
25,284,5
29,22,149905
29,10,36717
33,183,5
478,147,5
91,102,138
13,140,5
140,13,5
478,48,27
478,47,90
102,102,41
158,237,99
54,102,429
172,160,6
178,271,87
237,99,6
350,115,6
263,331,6
115,350,6
50,121,6
342,158,6
33,48,67681
48,33,68973
81,235,43
149,265,6
265,149,6
266,102,12
99,232,384
33,204,6
61,137,6
137,61,6
90,17,46348
259,172,6
113,239,6
65,50,46
113,79,6
401,113,863
76,342,6
13,113,10041
121,76,6
18,329,9576
57,26,20639
26,57,21238
38,5,347949
77,40,60
235,251,6
335,215,20
427,50,20
194,172,6
69,161,6
66,266,6
2,32,231559
183,478,10
145,24,6
121,102,18
170,81,6
57,427,6
88,102,26
102,70,6
70,102,24
478,59,15
166,401,6
427,82,6
105,203,6
137,478,42
145,329,6
72,147,13074
92,157,6
52,216,6
216,52,6
27,92,496
401,53,58
5,60,124031
8,335,230
14,13,311999
36,427,16
219,29,13
25,226,6
130,182,6
158,478,12
27,40,42568
40,27,44299
478,0,18
478,18,11
478,33,101
47,478,106
478,68,130
58,8,39306
324,352,8482
11,350,7
350,11,7
467,102,53
5,4,1134640
427,413,7
28,27,222921
16,295,7
295,16,7
147,33,7
478,341,46
38,31,270602
160,243,14
27,158,198
5,31,416769
60,183,7
401,166,7
28,266,7
266,28,7
6,80,17
177,80,7
335,127,7
202,5,7
23,138,118
347,178,13278
30,429,7468
335,412,4235
409,341,271
66,274,8
274,66,8
401,432,8
432,401,8
341,333,8
222,116,8
427,243,840
86,17,49781
347,131,1146
145,401,8
85,23,46957
488,427,8
427,488,8
173,244,8
244,173,8
458,102,8
102,458,8
17,65,66595
401,216,52
413,427,8
33,194,1065
31,39,217204
152,27,8
161,81,8
81,161,8
156,478,8
83,31,40270
80,6,27
102,43,41
43,102,41
19,478,19
51,68,8
68,51,20
324,302,8541
429,222,9
222,429,45
347,207,1228
207,347,1250
124,13,12727
427,17,2
478,4,5
450,469,742
39,38,109
40,4,1174
487,484,1359
52,19,5537
481,483,3
40,478,3
478,40,4
38,177,99
474,493,84
498,486,501
491,452,18
56,28,4848
479,461,9
461,479,8
130,17,1498
30,75,616593
253,497,12
481,491,9
89,84,538
83,51,144
485,498,28
289,58,25039
83,478,29
102,130,12
53,84,177
84,53,284
164,26,416
248,404,25
491,461,18
22,478,8
396,393,31
396,404,2
53,6,8453
25,34,176683
27,70,12
72,52,1
31,173,4453
362,27,12289
127,447,5393
63,39,52329
441,248,3
248,441,1
248,469,5
53,89,139
53,57,206
114,83,75
130,54,857
54,130,915
305,131,13099
248,450,9
452,248,2
248,452,1
335,126,2
7,135,79629
177,478,14
26,107,126
22,5,737797
83,8,148084
248,498,45
65,33,46077
51,38,244200
40,177,3205
286,498,122
97,22,37286
498,286,136
393,196,42
19,53,42908
53,19,43414
286,447,13
7,27,337530
7,53,254566
53,7,252335
487,396,43
396,487,36
70,7,123698
39,4,416923
253,286,5
83,77,57
57,64,5522
64,57,5761
452,393,9
5,20,487727
40,39,325470
499,223,97
5,38,348795
5,35,548330
107,27,104620
58,496,4
83,10,162238
230,405,9
341,478,13
5,157,20653
32,46,57173
13,48,120127
323,278,15
127,441,7
58,469,16
58,450,10
450,58,13
65,7,112326
58,454,3404
335,416,8
58,131,113270
7,28,90261
497,58,31
27,67,4194
53,24,131689
335,39,819
34,499,70
20,335,142
32,33,20341
498,58,21
27,130,794
4,126,37166
7,13,497613
165,74,52
34,53,40790
53,34,38757
36,81,267
427,53,9
335,5,180
81,33,338
130,19,78029
48,19,116857
53,401,48
28,52,2383
130,165,9
165,130,9
19,401,144
52,105,1
223,478,1
53,43,20433
43,53,21067
5,95,17140
38,34,45716
40,65,491
68,478,139
40,47,109
30,478,94
478,75,49
474,494,1394
470,478,2
484,487,1827
37,189,66
409,314,230
494,493,39
314,341,2768
341,314,57
102,54,1
369,253,299
4,114,19012
114,4,21643
114,470,24
17,130,34
22,470,1
485,493,39
102,239,1
239,102,1
335,31,142
34,25,172235
496,469,1
89,53,1
356,38,1
497,484,12
337,45,1
278,242,1
34,29,410063
5,97,192986
454,323,1502
8,203,25868
470,177,14
177,470,10
90,130,423
54,33,116326
8,40,473499
470,10,36
10,470,33
18,163,1
78,10,130
10,78,3
23,46,65907
19,141,9489
141,19,8920
470,157,67
57,52,2908
470,77,1
157,5,20717
83,157,673
157,83,679
19,87,2073
87,19,2144
77,161,1
161,223,1
416,335,1
61,221,1
8,39,248478
48,145,1
37,19,101427
122,317,2
177,175,51
177,140,1
400,45,1
3,29,138994
51,367,4699
31,40,119247
25,8,334698
327,28,1
470,137,1
478,335,18
19,130,79031
250,25,1
26,482,1
19,32,103199
223,427,1
52,401,10
470,25,7
95,5,15901
478,117,1
132,243,1
482,478,1
155,58,1
306,203,1
203,306,1
158,126,1
182,72,1
427,108,1
62,10,301
39,27,8144
27,10,39989
18,478,12
5,427,70
22,24,52813
173,33,1
53,177,1
38,47,156458
83,102,3
33,38,18
5,68,35437
194,38,1
59,59,2
223,223,16
155,389,2
485,486,878
486,369,314
493,494,29
1,92,275540
85,54,167
61,219,210
494,369,361
427,130,4
4,83,6802
60,81,640
130,102,10
33,130,2
469,496,2
141,53,168
177,114,5
114,177,2
126,335,120
453,0,2
177,4,29223
37,214,2
20,182,120
347,446,2
484,396,61
396,484,48
161,371,2
48,130,1565
164,453,2
453,164,2
74,72,253
40,8,449520
470,39,69
39,470,2
100,53,2
189,53,2
470,8,331
478,63,6
140,411,2
122,66,68
27,57,77772
70,482,2
114,341,2
211,11,4
89,100,53335
259,27,2
114,77,4
62,25,6474
25,171,2
171,25,99
60,184,2
183,114,2
114,183,2
10,20,276108
58,497,8
27,89,17191
63,91,2
27,29,230256
57,11,116747
11,57,118719
453,29,3343
114,333,2
61,51,14843
19,36,184480
58,484,4
306,66,5
207,127,2
85,100,2
4,219,8650
28,130,586
478,208,16
382,29,12
40,161,1990
427,3,2
39,140,70
27,52,234
198,69,2
69,198,2
470,140,2
140,470,2
28,29,263515
29,229,2
161,25,2565
92,40,2
478,31,7
255,29,2
411,40,2
411,470,2
470,411,2
19,62,20598
8,29,329643
42,172,2
91,478,84
31,182,2
228,306,2
19,33,98426
117,136,2
15,33,56261
470,335,2
453,427,2
427,453,2
292,266,2
16,453,2
1,120,39067
19,427,852
427,19,806
56,382,2
130,288,2
19,28,152131
28,19,156663
427,132,2
427,80,5
80,427,8
5,34,221322
411,453,2
51,25,52184
91,306,2
182,453,6
137,32,2
427,29,15
136,29,2
12,427,5
478,132,23
81,478,11
478,81,2
411,26,2
478,32,7
161,23,4
3,478,2
146,478,2
20,113,7
44,413,4
159,51,2
40,50,2
39,120,2
341,11,2
166,478,2
24,5,224761
40,74,2
26,40,50
48,478,21
8,427,5
72,40,5
5,130,2
114,53,2
38,48,94
4,33,350869
132,58,2
40,52,2
102,335,52
427,114,14
478,54,2
427,38,20
51,30,2
10,118,2
83,47,5
243,478,4
111,114,2
58,427,2
493,474,94
494,485,20
157,38,4
377,314,3
409,298,5378
493,485,44
494,486,15
493,486,12
486,493,18
60,482,3
5,83,48555
166,53,3
97,470,3
5,341,3
341,5,3
446,347,3
40,38,304216
53,100,9
5,63,382832
5,177,12566
127,493,3
53,104,3
88,33,26922
496,58,21
27,53,99726
221,1,15063
20,470,67
26,27,186492
182,83,3
66,306,3
130,27,792
36,110,3
482,382,3
335,97,3
29,88,149
187,10,3
13,70,10095
161,39,35
39,161,3
102,249,3
367,51,4992
74,34,37045
194,70,3
91,114,3
36,99,3
19,95,3
95,19,3
335,470,6
229,427,4
114,136,3
29,5,269755
19,17,620289
5,25,405729
453,397,3
33,29,236
29,91,2675
453,111,3
111,453,3
132,427,7
25,51,52303
453,182,3
34,23,2456
28,40,37043
478,158,3
52,182,13
478,50,34
74,4,3
5,19,121704
24,478,3
198,52,3
52,198,3
478,463,3
38,68,76627
278,478,3
478,278,3
54,478,6
427,39,26
347,347,4
485,369,525
298,409,4523
369,494,234
369,474,247
498,485,31
474,486,22
177,167,4
486,494,13
314,298,1488
167,470,4
249,28,4
8,443,1917
335,244,101
244,335,191
167,83,4
447,286,87
203,478,16
470,203,30
203,470,30
219,126,4
10,55,105522
470,63,7
63,470,4
10,5,632933
74,19,3403
37,427,8
427,37,10
27,37,156904
162,440,4
67,32,70276
482,70,8
58,491,4
491,58,15
74,33,32279
49,214,4
497,127,4
453,121,10
453,70,4
121,453,10
40,20,224781
84,27,14962
382,470,4
470,176,32
484,58,41
132,91,4
219,470,11
40,272,4
182,470,4
427,27,4
70,72,9938
121,401,4
140,478,29
29,255,4
34,74,38059
335,207,4
166,13,238
40,91,196
95,52,4
77,91,8
453,300,4
29,20,78012
20,29,76154
398,109,4
335,305,4
105,72,4
28,59,48848
20,95,4
72,85,4
401,26,103
40,29,41365
16,80,4
67,427,13
427,67,6
43,74,4
314,28,4
38,29,82946
471,4,4
14,39,176
24,182,4
40,178,4
40,148,4
118,182,4
182,118,4
78,70,4
70,478,16
478,70,32
465,78,4
5,53,2594
50,478,30
31,36,54
478,6,4
30,177,5
38,30,202050
33,10,359676
47,40,8
478,30,90
6,335,42
39,52,19
40,401,13
40,30,23215
401,478,33
13,478,19
478,13,10
68,5,39367
75,83,4
47,140,4
57,57,5
486,485,666
485,474,72
485,494,18
470,83,5
83,470,11
298,314,1643
59,269,76
5,40,555333
74,84,159
84,74,174
230,294,24
29,34,420042
110,29,121117
316,382,5
382,316,5
40,10,266700
7,23,404979
161,5,72
121,306,5
20,40,223163
91,38,86
339,478,10
478,339,5
57,60,5
297,78,5
29,33,226
25,140,5
140,25,245
25,4,505186
78,154,5
60,478,7
54,29,21
29,54,141
470,471,10
23,43,256712
43,23,262674
148,40,5
8,26,105624
26,8,107554
207,40,5
25,413,5
478,162,5
40,122,5
335,27,88
66,203,5
46,478,13
203,15,5
278,38,5
38,278,5
6,478,11
4,427,37
478,401,41
335,47,43
4,194,5
83,75,5
493,493,6
347,271,6
167,177,6
97,38,62
38,97,12
470,167,15
448,491,6
27,7,331138
239,440,6
20,136,81750
7,427,6
183,4,3581
187,470,6
470,187,6
176,470,26
31,167,16409
102,28,83
40,344,6
33,6,197604
6,33,202871
62,19,20691
367,126,6
335,78,287
60,57,6
12,183,76
184,23,6
23,184,6
91,152,6
140,102,15
50,22,6
341,427,30
37,478,13
478,41,8
33,22,120628
68,38,71771
31,13,56991
75,40,16
79,114,6
406,445,7
493,369,176
207,406,7
287,31,7
470,97,7
448,393,7
496,484,24
484,496,21
10,40,266988
27,292,7
63,22,76649
5,184,7
333,39,7
39,333,7
161,22,10
258,53,7
6,427,32
198,12,7
161,102,7
36,114,7
161,401,37
102,140,23
478,7,7
102,63,13
114,68,7
22,102,9
157,427,19
335,335,216
470,470,44
446,406,1103
369,486,270
314,409,119
495,47,3723
47,495,3703
409,221,81
8,5,785356
441,393,21
335,344,59
37,130,981
441,58,3208
344,177,16
92,416,8
478,344,8
106,470,8
184,40,16
140,60,135
5,287,8
29,166,8
335,356,8
72,48,32179
322,120,8
120,322,8
91,249,8
91,258,8
53,348,8
60,109,8
471,470,20
161,33,8
118,184,8
23,140,8
122,40,8
427,341,34
4,26,137376
39,47,139174
47,39,139858
40,23,297
30,40,26553
4,13,555772
390,390,9
469,491,9
479,450,9
491,481,9
450,479,9
461,491,18
267,131,308
390,267,9
347,445,9
409,8,20
497,396,26
396,497,18
487,497,9
497,487,24
124,172,9
487,496,28
196,393,60
487,253,9
253,487,9
469,253,9
10,344,13718
469,498,9
452,498,9
498,452,9
450,498,9
469,58,9
219,38,12
102,88,20
107,50,9
140,39,27
34,7,105
85,26,16125
29,83,877
83,29,979
6,247,9
470,29,9
108,124,9
348,53,9
26,4,130551
34,44,179115
44,34,185456
90,33,40408
65,37,11587
34,28,227458
34,15,126736
204,52,24
91,28,275
427,34,2
401,34,70
34,38,42680
470,22,1
0,135,174023
11,33,177930
71,61,49777
4,39,428584
145,86,183
166,122,1
13,28,148921
41,45,100600
29,52,175
25,33,117511
33,25,114292
96,41,6741
25,427,58
427,25,26
478,210,1
478,99,1
478,76,1
413,44,1
88,478,2
5,52,11
52,5,3
102,173,1
470,40,2
33,66,44366
172,24,2
332,148,2
38,40,296562
8,470,278
8,51,329188
5,10,639683
14,306,2
33,166,2
4,183,3600
161,83,2
59,470,2
83,219,2
306,401,2
292,427,2
411,71,2
22,411,2
24,95,269
110,478,2
478,110,2
3,161,34963
52,28,2205
243,52,2
4,67,37449
478,134,2
40,288,4
288,40,4
145,52,2
20,36,50241
210,478,2
95,38,2
29,145,2
478,332,2
148,478,2
78,0,202
0,478,21
114,88,2
463,77,2
219,427,10
10,13,521009
427,204,3
213,338,3
31,335,52
470,341,3
341,470,3
145,90,3
134,69,495
470,161,3
411,22,3
52,460,3
114,482,3
176,102,20
38,3,34438
102,91,231
170,10,3
38,74,3
427,4,23
16,478,8
478,16,27
268,29,34
56,119,4
18,45,90775
145,243,6
57,6,13588
122,168,4
22,38,594830
8,114,70640
69,2,296132
470,219,4
161,78,4
4,161,36031
132,50,4
470,1,4
132,277,4
194,471,12
67,4,37300
470,80,4
34,177,4
78,147,4
236,478,4
39,236,4
53,26,3872
51,8,318851
27,28,221480
91,5,81282
109,24,157
44,5,201011
471,194,5
223,10,5
194,223,5
114,34,5
112,478,5
27,38,22242
52,91,30
22,33,124302
39,74,10
74,39,5
66,172,373
412,384,6
198,5,12
50,152,6
28,92,51918
146,161,6
25,470,6
110,6,6
6,110,6
478,112,6
470,70,6
27,114,11
4,93,6
114,79,6
81,310,7
427,21,7
25,67,53351
61,8,163364
218,382,7
107,28,7705
67,130,171
80,194,7
30,63,156
21,427,8
287,97,8
97,287,8
155,40,8
25,40,81674
478,2,8
29,470,8
40,233,19
63,51,36105
4,157,31911
157,4,31145
56,55,9
20,102,42
20,157,10
8,61,163323
67,478,27
478,67,25
44,4,156121
478,229,12
3,114,7627
114,3,6820
427,105,4
22,174,1
478,145,12
213,478,2
145,478,21
145,72,159
85,135,23
478,51,1
10,39,206
38,10,1038
102,204,1
183,20,294
54,401,3
83,5,47305
5,78,199281
50,427,32
100,3,41540
0,52,534873
52,0,542190
27,6,307584
335,10,226
10,140,18430
33,52,16497
52,33,17697
33,15,53818
50,25,33624
20,44,88246
52,13,207940
15,13,566174
25,38,143889
91,52,26
478,26,9
52,38,3
478,478,19
163,162,1
51,221,1
10,91,31717
14,427,20
259,72,1
44,427,6
219,52,2
85,5,1
10,52,156
4,145,1
39,10,215
16,145,24128
259,13,2
39,20,218038
20,39,221729
38,335,403
132,63,219
201,114,2
10,25,226005
25,79,2
351,478,12
411,15,2
401,182,4
182,401,11
41,478,2
23,478,4
152,478,2
118,478,2
10,23,163218
2,103,158595
103,2,157791
200,219,3
145,17,56373
26,100,3
145,259,3
13,50,63071
158,103,3
140,10,17957
103,7,72613
145,37,3
37,145,3
250,27,3
145,19,3522
427,140,47
259,478,3
39,102,16
102,10,9
10,19,114367
145,170,4
13,27,213632
36,478,12
478,36,25
145,29,4
141,147,5
145,235,9
182,145,5
15,203,5
5,15,244091
51,102,5
19,10,111286
194,478,5
52,161,8
140,427,48
106,68,6
427,10,84
81,206,130
147,81,7
10,61,96077
250,114,19
41,25,532
61,105,80
26,51,7
52,39,28
35,478,13
478,35,8
38,91,15
145,141,14
47,38,152991
78,68,8
47,20,24127
18,168,30
427,20,25
89,72,169
259,273,11
52,52,35
183,183,3
38,39,4
291,47,6412
47,291,6651
4,40,1246
19,52,920
15,52,141
74,292,37
149,427,5
427,149,7
35,39,422
40,22,15
291,68,110
139,56,82
23,102,429
478,22,10
216,138,47
23,33,11578
109,41,484
6,52,2081
79,96,369
50,48,1058
91,140,97
97,10,52520
75,291,5
219,140,7
29,67,770
67,29,6096
26,53,964
25,29,266832
20,140,68770
12,29,126336
219,91,1
40,97,1
23,239,30
243,23,473
4,177,29116
31,71,73775
46,33,107588
5,114,84518
38,51,243401
36,34,213756
5,183,7347
478,316,2
162,50,57
177,5,12489
104,27,370
140,150,237
48,28,158458
5,39,609359
39,5,619996
46,427,22
32,50,69590
40,63,5668
83,39,68509
52,57,2049
56,48,478
25,36,179763
27,46,88065
427,104,8
8,183,13267
70,74,5148
5,161,12
27,124,6
8,182,1364
33,74,31234
10,31,386126
3,95,69917
31,38,264010
33,28,89593
411,8,499
211,52,149
183,10,8353
5,411,363
6,27,305691
22,20,294644
1,5,1026838
11,88,17295
45,427,23
52,36,444
166,427,1
23,27,227676
4,59,148782
69,20,2
5,106,59038
5,91,80571
92,25,348
11,56,45286
140,38,4
176,29,1782
71,38,49416
16,56,37057
4,106,46557
52,27,10
88,29,50
155,39,70328
106,83,3408
26,33,113983
31,478,8
51,31,57550
31,51,57063
22,140,3307
25,182,10
401,28,57
10,182,3293
15,172,240
48,89,19223
33,41,62877
25,169,48
42,33,21905
52,50,2027
52,34,157
427,6,23
427,229,3
152,52,38746
14,137,46533
102,26,33134
17,72,53415
5,2,842627
335,22,73
19,46,140947
41,16,155778
14,73,26794
44,20,92772
19,25,147455
401,14,38
108,52,159
3,52,53132
52,79,24199
102,36,15
36,102,9
51,2,97140
29,78,43000
91,25,3791
29,427,22
38,25,145359
28,5,367681
401,29,164
108,33,25715
427,161,30
478,102,37
4,47,511292
31,47,95633
78,30,106924
10,427,54
401,38,14
425,425,1
85,401,1
401,85,1
28,46,131073
221,51,1
5,371,1
35,5,545236
22,10,570265
427,124,1
121,427,1
401,37,414
37,401,363
39,9,309063
187,44,1
478,184,4
177,335,1
249,25,1
282,105,1
97,1,116310
401,56,189
29,214,1
41,427,1
32,91,1
34,5,222818
28,20,85834
145,282,1
34,16,1
2,13,430166
33,161,1
1,16,167885
258,478,4
478,258,2
71,34,1
34,71,1
442,427,1
401,411,3
38,27,23356
27,39,9625
50,40,5
58,140,1
38,0,84354
52,219,1
116,39,1
478,11,9
427,356,11
194,155,1
15,10,165879
157,401,1
401,10,302
10,401,271
79,10,1
10,266,1
46,46,2
52,26,370
63,38,31159
37,57,576
32,3,202184
81,3,149908
50,27,76574
112,103,2
50,32,64790
39,106,82008
292,33,20
183,38,200
20,177,118
187,22,2
22,187,2
20,31,277040
28,11,264
161,29,17
74,427,28
7,401,97
478,182,8
184,478,5
140,4,16489
4,140,18682
28,401,244
92,114,2
114,92,508
32,102,2
29,53,4392
52,130,17251
72,23,33360
41,48,61147
229,16,2
335,411,2
335,1,198
162,411,2
2,5,851444
427,112,2
25,5,392183
27,316,2
229,478,7
411,164,2
346,40,2
352,427,2
475,39,2
110,102,2
427,382,14
33,20,44025
20,33,44966
157,56,2
182,243,2
401,91,25
100,40,2
40,100,2
15,20,63236
478,166,6
88,38,2
5,24,237178
58,20,25228
169,478,2
77,102,2
40,33,192
66,478,2
39,116,2
10,47,304035
68,157,8
72,38,2
39,57,2
11,9,266982
130,40,10
427,22,16
54,83,2
427,31,2
40,427,17
152,114,8
114,427,24
114,102,21
204,10,9
427,177,3
15,39,373
10,102,10
401,128,2
128,243,2
114,401,2
111,39,2
10,79,150
5,47,105466
335,75,749
75,335,737
5,30,299368
30,219,4
43,20,2
198,478,3
478,198,3
51,22,124
291,75,5
38,63,30424
40,316,14
38,78,102940
22,177,18898
104,152,3
56,27,87072
20,38,165292
102,45,61
208,4,3
350,7,3
114,161,3
40,411,3
53,29,4726
27,490,3
490,31,3
5,44,207162
227,19,3
78,29,44525
52,266,3
52,96,10
33,144,3
2,427,4
177,42,3
137,18,3
1,427,3
171,22,3
102,182,33
28,478,36
10,28,7648
478,227,3
341,19,3
22,93,279
106,121,3
38,58,3
20,401,46
25,108,3
292,38,3
47,10,305200
15,478,26
47,114,3
199,31,3
31,199,3
40,68,8
149,114,3
177,102,7
47,83,3
400,38,3
38,401,7
58,400,3
27,434,4
434,27,6
350,145,4
263,11,4
78,39,169124
413,152,4
152,413,4
33,266,4
161,69,4
140,5,15
70,152,4
427,88,4
78,69,4
29,182,5
478,1,4
25,70,11219
102,6,93688
6,102,92222
65,52,4
411,54,4
20,65,4
401,161,27
91,427,27
91,401,141
478,100,4
102,341,4
341,102,4
5,6,169142
36,31,65
31,170,4
51,74,4
26,478,15
33,478,56
335,118,4
478,15,4
68,39,61286
38,291,4
31,400,4
114,291,4
11,478,27
83,401,13
102,344,4
39,427,58
102,157,4
401,4,47
30,22,235877
40,75,4
43,10,4
47,25,4
21,160,5
309,12,5
35,4,371438
73,121,3067
335,345,5
114,219,5
39,339,5
146,401,211
140,78,12
57,401,126
34,258,5
40,31,118440
17,52,243342
161,27,5
96,19,736
8,56,151047
34,350,5
478,56,5
52,77,5
77,52,5
35,27,5
136,427,5
23,5,245904
114,57,5
40,86,5
57,38,5
39,68,56191
23,51,5
157,30,5
30,38,201210
75,10,86490
10,75,88041
23,106,5
24,10,38918
157,24,5
5,145,19
47,63,12
68,83,16
75,478,50
96,478,5
266,38,5
68,219,5
20,47,25479
427,291,5
157,177,6
27,50,82590
206,48,6
22,157,33660
50,214,6
52,88,2794
401,121,6
157,91,6
100,350,6
382,25,6
136,478,6
7,108,47998
34,10,99
10,34,150
411,118,6
43,46,6
20,23,52287
89,5,6
136,401,6
341,13,6
52,83,68
166,177,10
71,401,6
10,68,161294
106,23,6
39,75,93162
149,4,6
140,250,63
341,78,7
29,482,222
104,102,7
82,29,83608
33,158,320
51,161,7
38,176,146
91,39,23
182,25,21
145,104,110
56,401,134
201,33,7
11,34,180
29,39,76999
482,38,40
478,14,15
250,152,7
239,25,25
181,102,7
22,27,67172
45,4,74996
4,45,77385
70,40,7
478,46,13
427,8,10
401,71,7
478,58,18
52,51,7
39,216,7
157,68,7
427,55,7
68,22,43055
19,39,19
51,401,7
91,68,7
43,478,7
418,22,8
411,182,16
45,28,5352
78,5,194421
29,80,119966
46,24,92174
18,23,175292
59,5,151032
371,478,8
478,371,8
280,59,8
29,70,8148
182,29,8
348,147,8
91,40,324
92,177,8
62,427,20
427,62,8
6,401,78
172,108,8
44,335,8
20,6,303669
227,114,8
177,121,8
427,219,8
63,26,8
124,478,8
58,478,10
23,63,8
58,411,11
40,102,58
145,5,24
78,47,79419
19,38,53
38,19,8
16,38,28437
50,33,58131
36,82,79
50,7,157516
442,110,9
482,29,163
23,18,180330
40,183,17323
344,51,9
38,140,23
102,19,92697
401,6,147
27,161,9
25,10,230738
182,214,9
145,1,9
100,478,9
13,341,9
401,155,47
64,38,9
427,157,14
401,40,16
96,38,9
32,81,63370
29,95,104189
7,50,162550
427,46,10
22,39,384596
126,39,10
28,23,179975
214,186,41
272,29,1050
29,176,1760
19,27,205319
182,157,10
25,119,10
24,52,113944
107,401,10
91,29,2810
34,427,13
91,27,15442
5,434,20
161,52,10
53,5,2410
5,295,10
47,177,10
401,5,191
39,22,372707
401,48,148
45,223,47
223,45,220
29,161,20
81,36,80
33,229,11
119,25,11
107,102,16
29,41,12142
427,95,11
15,108,125583
209,4,11
434,5,23
154,427,11
57,78,11
335,102,61
427,245,11
149,130,12
50,28,154879
478,203,12
145,130,127
82,440,12
440,82,12
19,7,359598
27,23,228845
182,51,12
425,411,12
72,50,16406
28,161,28
41,102,55966
83,60,12
108,427,12
152,382,12
382,427,17
153,108,12
295,20,12
140,239,12
239,140,12
478,19,32
172,39,12
28,32,208159
48,401,128
32,411,13
6,48,228527
48,6,219773
33,19,99027
23,26,312511
411,31,13
95,427,13
47,22,111156
214,74,65
11,102,425
291,30,25250
57,74,952
23,24,997
100,7,137861
38,157,59
137,136,173
63,10,92891
140,20,79811
165,34,146
33,16,39807
229,3,30254
401,23,181
161,20,4
53,15,118706
15,53,123996
77,83,2
74,52,3
63,78,70184
36,29,247328
4,77,157287
70,33,25421
5,59,153614
33,96,39403
138,73,16485
73,138,16103
61,38,73631
104,6,170
73,16,41
38,183,48
24,27,169786
37,26,134225
78,20,77898
121,17,187
170,74,12646
292,24,164
24,28,198277
60,27,1355
25,59,77596
29,453,3275
57,16,137948
40,59,924
15,37,257850
18,74,19738
102,56,95
34,223,5
126,22,15340
27,54,49957
427,32,12
59,10,35937
79,27,6518
89,29,70
165,19,2
0,401,73
38,92,434
34,52,414
25,53,21013
12,19,292956
28,25,175523
6,29,253551
161,28,18
28,72,59193
72,28,65656
22,335,348
43,52,1349
44,19,1816
28,140,4
24,67,162
15,401,265
23,34,1846
